h/l,fc,rhov,rhoh,fyv,fyh,AL,BE,T2B,L2R,R2L,B2T,LC,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,DS
0.75,458.9,0.59,0.8,4591.06,4591.06,0,1,0.068766,0.054131,0.046589,0.031954,4.49744,2.7954,2.7737,2.7472,2.7141,2.6718,2.616,2.5396,2.4307,2.2716,2.0667,1.8769,1.6542,1.4542,1.3471,1.2903,1.2547,1.2296,1.2108,1.1961,1.1843,1.1746,3
0.75,458.9,0.59,0.8,4591.06,4591.06,0,1,0.090751,0.068074,0.063204,0.040527,4.42089,2.8451,2.8229,2.7958,2.7619,2.7187,2.6617,2.5836,2.4723,2.3091,2.0943,1.8834,1.6416,1.4655,1.3802,1.3354,1.3076,1.2884,1.2742,1.2632,1.2545,1.2473,3
1,458.9,0.51,0.8,4591.06,4591.06,0,1,0.03751,0.033307,0.01617,0.011967,7.87216,2.4119,2.396,2.3765,2.3523,2.3212,2.2802,2.2235,2.1414,2.0184,1.8577,1.7187,1.5239,1.2885,1.1658,1.1078,1.0741,1.0514,1.0349,1.0222,1.012,1.0037,3
1,458.9,0.51,0.8,4591.06,4591.06,0,1,0.079866,0.060962,0.03233,0.013426,7.81699,2.516,2.4974,2.4747,2.4466,2.4106,2.3632,2.2986,2.2069,2.075,1.9111,1.7493,1.5044,1.3376,1.2727,1.242,1.2234,1.2104,1.2006,1.1928,1.1864,1.181,3
1,458.9,0.51,0.8,4591.06,4591.06,0,1,0.1318,0.090921,0.059661,0.018777,7.93034,2.6049,2.5853,2.5615,2.5319,2.4941,2.4444,2.3767,2.2806,2.1415,1.9635,1.7706,1.5072,1.3818,1.3391,1.3197,1.3086,1.3011,1.2956,1.2913,1.2879,1.285,3
0.5,254.93,0.59,0.26,4436.38,4330.92,0,1,0.026881,0.031629,0.025318,0.030067,1.59909,2.6145,2.5939,2.5686,2.5371,2.4966,2.4433,2.3705,2.2679,2.1243,1.9617,1.8532,1.7945,1.756,1.7252,1.699,1.6762,1.6559,1.6377,1.6213,1.6067,1.5936,3
0.5,254.93,0.59,0.26,4436.38,4330.92,0,1,0.090792,0.12431,0.046995,0.080518,5.01238,2.8726,2.8478,2.8175,2.78,2.7322,2.6696,2.585,2.4669,2.3021,2.1034,1.8948,1.6221,1.4382,1.3637,1.3294,1.3097,1.2968,1.2876,1.2807,1.2754,1.271,3
1.38,256.97,0,0.25,0,4570,0,1,0.036376,0.038317,0.03918,0.041122,2.95239,2.7694,2.7464,2.7181,2.6826,2.6369,2.5758,2.4913,2.3695,2.195,1.9994,1.846,1.6962,1.5479,1.437,1.365,1.3162,1.2814,1.2557,1.2362,1.221,1.2089,3
1,252.9,0,0.25,0,4570,0,1,0.056563,0.052026,0.056958,0.052421,2.87581,2.8516,2.8271,2.7972,2.7599,2.7122,2.6493,2.5634,2.4407,2.2601,2.0255,1.8116,1.6304,1.5067,1.4342,1.3896,1.3583,1.3342,1.3148,1.2988,1.2853,1.274,3
1.5,275,0.174,0.277,5864,5864,0,1,0.043913,0.035451,0.02592,0.017457,5.67968,2.7642,2.7438,2.7189,2.6879,2.648,2.5949,2.521,2.4117,2.24,1.9923,1.7908,1.5561,1.274,1.1381,1.0818,1.0527,1.0349,1.0227,1.0138,1.007,1.0016,3
1,260,0.413,0.278,4324,4324,0,1,0.0072954,0.0082862,0.0080865,0.0090772,3.2366,2.1952,2.1783,2.1576,2.1318,2.0988,2.0552,1.9959,1.9123,1.7941,1.6505,1.5419,1.4861,1.4558,1.4345,1.4171,1.4018,1.388,1.3754,1.3641,1.3541,1.3453,3
1,260,0.413,0.278,4324,4324,0,1,0.019721,0.02149,0.022379,0.024148,12.2109,2.5318,2.512,2.4877,2.4574,2.4184,2.3666,2.295,2.1917,2.0408,1.8432,1.6293,1.3339,1.0888,0.98258,0.93313,0.90489,0.88662,0.87383,0.86435,0.85702,0.85118,3
1,260,0.413,0.278,4324,4324,0,1,0.13457,0.14652,0.16592,0.17788,4.63187,3.0571,3.0324,3.0023,2.9648,2.9167,2.853,2.7648,2.6361,2.4394,2.1503,1.788,1.52,1.4528,1.4356,1.4296,1.4269,1.4255,1.4246,1.4241,1.4237,1.4234,3
1,320,0.4,0.278,4324,4324,0,1,0.011006,0.013205,0.0099199,0.012119,2.86081,2.398,2.3811,2.3603,2.3342,2.3005,2.2553,2.1917,2.0976,1.952,1.7527,1.6147,1.5588,1.528,1.5034,1.4816,1.4618,1.4441,1.4282,1.4143,1.4022,1.3916,3
1,320,0.4,0.278,4324,4324,0,1,0.015072,0.018741,0.014241,0.017909,2.11872,2.4706,2.4532,2.4319,2.4053,2.3708,2.3249,2.2606,2.1665,2.0256,1.8458,1.7191,1.662,1.6309,1.6075,1.5874,1.5694,1.5532,1.5387,1.5259,1.5147,1.5049,3
1,320,0.4,0.278,4324,4324,0,1,0.073015,0.087265,0.059936,0.074187,6.81101,2.9055,2.883,2.8555,2.8211,2.7768,2.7177,2.6356,2.5159,2.3353,2.0817,1.7736,1.4376,1.2884,1.2383,1.216,1.2032,1.1948,1.1887,1.184,1.1803,1.1772,3
1,471,0.71,0.71,6735.4,6735.4,0,1,0.0414,0.036492,0.039437,0.03453,1.41056,2.5452,2.5263,2.5033,2.4744,2.4373,2.3882,2.3206,2.2244,2.0898,1.9405,1.8384,1.7806,1.7426,1.7117,1.6848,1.6613,1.6408,1.6231,1.608,1.5949,1.5836,3
1,471,0.83,0.83,6454,6454,0,1,0.15687,0.12239,0.088594,0.054115,3.77175,2.722,2.7009,2.6752,2.6433,2.6026,2.5494,2.478,2.3794,2.2439,2.0844,1.9245,1.6994,1.5104,1.4285,1.3935,1.3752,1.364,1.3564,1.351,1.3468,1.3436,3
1.3,478,0.71,0.71,6841,6841,0,1,0.12084,0.082239,0.086706,0.048106,3.60863,2.7329,2.7116,2.6856,2.6532,2.6114,2.556,2.4797,2.3711,2.222,2.0658,1.9261,1.7004,1.4687,1.3624,1.3176,1.2945,1.2807,1.2715,1.2648,1.2599,1.256,3
1.3,436,0.67,0.67,6342,6342,0,1,0.10639,0.07893,0.082394,0.054937,2.17057,2.7507,2.7283,2.701,2.6672,2.6241,2.5678,2.4916,2.3848,2.2361,2.0732,1.9395,1.7608,1.5384,1.3992,1.3312,1.2939,1.2705,1.2544,1.2427,1.2338,1.2268,3
1,316,0.4,0.278,4324,4324,0,1,0.017043,0.017239,0.019992,0.020188,1.8315,2.4899,2.4717,2.4494,2.4214,2.3854,2.3372,2.2706,2.1751,2.0388,1.8805,1.7695,1.7083,1.6679,1.6343,1.6043,1.5773,1.5534,1.5326,1.5146,1.4993,1.486,3
1,316,0.4,0.278,4324,4324,0,1,0.11804,0.14023,0.10754,0.12972,5.31741,2.9501,2.927,2.8989,2.8639,2.8192,2.7602,2.6793,2.563,2.3919,2.1566,1.8339,1.5039,1.4006,1.3715,1.3594,1.3527,1.3486,1.3457,1.3435,1.3419,1.3406,3
1,446,0.413,0.278,4324,4324,0,1,0.012505,0.011605,0.014244,0.013343,2.2615,2.3854,2.3672,2.3449,2.3168,2.2807,2.2325,2.1657,2.0701,1.9374,1.791,1.6851,1.6229,1.5846,1.5564,1.5335,1.5141,1.4972,1.4828,1.4705,1.46,1.4511,3
1,446,0.413,0.278,4324,4324,0,1,0.034413,0.028556,0.033074,0.027217,9.41031,2.6012,2.58,2.5541,2.5218,2.4806,2.4262,2.3517,2.2461,2.0977,1.9177,1.7193,1.42,1.175,1.0728,1.0258,0.9986,0.98072,0.96809,0.95872,0.95153,0.94586,3
1,446,0.413,0.278,4324,4324,0,1,0.13902,0.1456,0.12118,0.12776,4.88085,2.9385,2.9136,2.8832,2.8453,2.7969,2.7333,2.6471,2.5266,2.3574,2.1307,1.8115,1.5381,1.4703,1.4536,1.4469,1.4431,1.4405,1.4386,1.437,1.4357,1.4346,3
1.9,483,0.541,0.931,4222,4222,0,1,0.05636,0.031938,0.039923,0.0155,18.2324,2.6031,2.5772,2.5459,2.5071,2.4581,2.395,2.3114,2.1971,2.0365,1.815,1.5053,1.2217,1.1203,1.0764,1.0507,1.0334,1.021,1.0116,1.0043,0.99842,0.99358,3
1.9,454,0.541,0.931,4222,4222,0,1,0.090635,0.057653,0.052478,0.019496,12.5168,2.841,2.8158,2.785,2.7464,2.6969,2.6313,2.5405,2.4094,2.2149,1.9535,1.6252,1.3023,1.2105,1.1775,1.1594,1.1474,1.1388,1.1323,1.1271,1.1229,1.1195,3
1.9,460,0.541,1.862,4222,4222,0,1,0.19607,0.10181,0.1516,0.057344,6.03074,3.1042,3.0792,3.0488,3.0108,2.9621,2.8974,2.8074,2.6739,2.4598,2.1117,1.7129,1.5168,1.4733,1.4568,1.4479,1.4421,1.4379,1.4346,1.432,1.4297,1.4279,3
1,240,0.168,0.277,5864,5864,0,1,0.090118,0.046938,0.052898,0.0097186,16.2186,2.9396,2.916,2.8871,2.8509,2.8041,2.7417,2.6543,2.5248,2.3209,2.0278,1.7427,1.3547,1.2093,1.1652,1.1439,1.131,1.1222,1.1159,1.111,1.1073,1.1042,2
1.5,220,0.168,0.277,5864,5864,0,1,0.067087,0.042031,0.042024,0.016969,9.22587,2.699,2.6764,2.6489,2.6146,2.5706,2.5124,2.4323,2.3171,2.1504,1.9612,1.8016,1.4933,1.2208,1.1243,1.0855,1.0647,1.0515,1.0423,1.0354,1.0301,1.0257,2
1,240,0.174,0.277,5864,5864,0,1,0.052544,0.027337,0.034372,0.0091643,17.4854,2.9059,2.8808,2.8501,2.8118,2.7627,2.698,2.6092,2.4814,2.2885,2.0219,1.765,1.3768,1.1355,1.0553,1.0183,0.99615,0.98118,0.97036,0.96217,0.95576,0.9506,3
1,240,0.168,0.277,5864,5864,0,1,0.086711,0.045248,0.05004,0.0085763,16.9026,2.919,2.8932,2.8616,2.8221,2.7713,2.7038,2.6102,2.4737,2.2674,2.0058,1.7529,1.349,1.1934,1.1495,1.1285,1.1151,1.1054,1.098,1.0922,1.0875,1.0836,3
1,240,0.168,0.277,5864,5864,0,1,0.089557,0.036695,0.064667,0.011805,16.5871,3.024,2.9976,2.9653,2.9248,2.8728,2.8037,2.7075,2.5663,2.3479,2.0531,1.7531,1.3177,1.1812,1.1521,1.1415,1.1359,1.1324,1.1299,1.1279,1.1264,1.1252,3
1.5,261,0.174,0.277,5864,5864,0,1,0.13121,0.07484,0.078582,0.022216,8.19812,2.7918,2.7689,2.7409,2.7059,2.661,2.6015,2.519,2.3987,2.2178,2.0116,1.8393,1.5327,1.354,1.2955,1.2703,1.256,1.2467,1.24,1.235,1.2311,1.2279,3
1.5,246,0.168,0.277,5864,5864,0,1,0.10748,0.071109,0.059155,0.022781,7.886,2.8056,2.7814,2.7519,2.715,2.6676,2.6049,2.5186,2.3944,2.2138,2.0119,1.8406,1.5436,1.3335,1.2575,1.224,1.205,1.1927,1.1839,1.1773,1.1722,1.1681,3
0.88,288,0.231,0.278,4324,4324,0.1,0,0.00076203,0.0017865,0.0003565,0.001381,22.9949,1.4866,1.472,1.4541,1.432,1.404,1.3675,1.3186,1.2517,1.1627,1.063,0.98548,0.93974,0.91327,0.89566,0.88305,0.87338,0.86557,0.85902,0.85338,0.84844,0.84406,1
0.88,320,0.231,0.278,4324,4324,0.1,0,0.0034913,0.0021951,0.0033523,0.0020561,8.88662,1.8746,1.8571,1.8357,1.8089,1.7746,1.7295,1.6678,1.5799,1.4515,1.2903,1.1877,1.1614,1.1593,1.1596,1.1584,1.1564,1.1539,1.1513,1.1488,1.1463,1.1438,1
0.88,288,0.231,0.278,4324,4324,0.1,0,0.039529,0.033666,0.038423,0.032561,8.39444,2.6237,2.6029,2.5774,2.5457,2.505,2.4516,2.3788,2.2752,2.1227,1.9134,1.6769,1.3947,1.2179,1.1409,1.1007,1.0753,1.0574,1.0441,1.034,1.0259,1.0194,2
0.88,320,0.231,0.278,4324,4324,0.1,0,0.01308,0.012061,0.012136,0.011117,2.68727,2.4214,2.403,2.3805,2.3524,2.3162,2.2682,2.202,2.1061,1.9629,1.774,1.6382,1.5775,1.5418,1.5107,1.4799,1.4498,1.4223,1.3986,1.379,1.363,1.3498,3
0.88,320,0.231,0.278,4324,4324,0.1,0,0.020813,0.017592,0.021647,0.018426,3.50326,2.5702,2.5502,2.5256,2.4947,2.4551,2.4025,2.33,2.2255,2.071,1.8716,1.722,1.6176,1.4745,1.3065,1.1921,1.1241,1.0811,1.0517,1.0303,1.0142,1.0015,3
0.69,205,0.32,0.26,4904,7627,0.095,0,0.0086511,0.0044614,0.0049838,0.00079407,15.5794,2.1426,2.1219,2.0965,2.0649,2.0244,1.9709,1.8978,1.7939,1.6442,1.4559,1.3112,1.2408,1.2035,1.177,1.1559,1.1381,1.1229,1.1099,1.0988,1.0892,1.0809,1
0.69,205,0.32,0.26,4904,7627,0.095,0,0.012901,0.0063507,0.0080994,0.001549,10.4915,2.3504,2.3312,2.3077,2.2784,2.2407,2.1905,2.121,2.0191,1.8607,1.6255,1.4317,1.3512,1.3113,1.2832,1.261,1.2424,1.2266,1.2132,1.2017,1.1918,1.1833,1
0.69,205,0.32,0.26,4904,7627,0.095,0,0.01602,0.0092101,0.0095226,0.002713,7.59016,1.9888,1.9741,1.9562,1.9338,1.9052,1.8674,1.8156,1.7411,1.6298,1.4902,1.4655,1.429,1.386,1.3525,1.3256,1.3037,1.2856,1.2707,1.2582,1.2477,1.2387,1
0.69,205,0.32,0.26,4904,7627,0.095,0,0.038283,0.027515,0.020443,0.0096758,11.1585,2.2552,2.2371,2.2148,2.1871,2.1516,2.1047,2.0403,1.948,1.8121,1.6473,1.5687,1.3802,1.1734,1.0654,1.014,0.98502,0.96624,0.9529,0.94286,0.93498,0.92862,3
0.69,205,0.32,0.26,4904,7627,0.095,0,0.092998,0.051203,0.058645,0.01685,13.4518,2.5446,2.5243,2.4995,2.4686,2.4291,2.3767,2.3046,2.2006,2.0447,1.8357,1.639,1.3751,1.2369,1.1856,1.1614,1.1472,1.1378,1.131,1.1259,1.1218,1.1186,3
0.69,205,0.32,0.26,4904,7627,0.095,0,0.11969,0.063917,0.07565,0.019881,11.1749,2.7052,2.6824,2.6545,2.6197,2.575,2.5155,2.433,2.313,2.1342,1.9044,1.6789,1.4256,1.31,1.267,1.2459,1.2333,1.2247,1.2186,1.2139,1.2103,1.2074,3
0.69,205,0.32,0.26,4904,7627,0.095,0,0.13828,0.075397,0.084332,0.021451,10.3363,2.7691,2.7461,2.7179,2.6826,2.6373,2.5772,2.4937,2.3724,2.1899,1.9428,1.6958,1.4415,1.3343,1.2961,1.2777,1.2667,1.2594,1.2541,1.2502,1.2471,1.2446,3
0.69,249,0.31,0.26,4904,7627,0.05,0,0.0075219,0.0046648,0.0036614,0.00080434,14.3944,1.9507,1.9345,1.9149,1.8905,1.8594,1.8185,1.7627,1.6829,1.5644,1.4075,1.2871,1.2149,1.1731,1.1428,1.1183,1.0977,1.0802,1.0653,1.0527,1.0421,1.0331,0
0.88,325.5,0.231,0.278,4324,4324,0.05,0,0.0038945,0.0034446,0.0048901,0.0044401,5.54031,1.9025,1.8873,1.8687,1.8457,1.8163,1.7776,1.7246,1.6496,1.5442,1.4273,1.3524,1.3146,1.2913,1.2738,1.2596,1.2472,1.2359,1.2251,1.2148,1.2051,1.196,0
0.69,249,0.31,0.26,4904,7627,0.05,0,0.015679,0.0091681,0.0079879,0.0014767,11.1847,2.3653,2.3443,2.3185,2.2862,2.2448,2.1899,2.114,2.0039,1.8361,1.5885,1.3957,1.3144,1.2758,1.2496,1.2294,1.2131,1.1998,1.1886,1.1792,1.1712,1.1643,1
0.88,325.5,0.231,0.278,4324,4324,0.05,0,0.012421,0.012426,0.013555,0.01356,3.16,2.4366,2.4156,2.39,2.3581,2.3174,2.2639,2.1914,2.0896,1.9464,1.7726,1.6388,1.5611,1.5067,1.4577,1.412,1.3712,1.3369,1.309,1.2868,1.2689,1.2544,1
0.88,326,0.231,0.278,4324,4324,0.05,0,0.0026115,0.0024595,0.0024911,0.0023392,9.6164,1.711,1.6967,1.6793,1.6575,1.6296,1.5927,1.5418,1.4692,1.3674,1.2517,1.1706,1.1313,1.1112,1.0976,1.0874,1.0791,1.0721,1.0662,1.0611,1.0565,1.0525,1
0.69,249,0.31,0.26,4904,7627,0.05,0,0.020899,0.011778,0.011451,0.0023304,8.60771,2.3559,2.3361,2.312,2.2819,2.2433,2.1924,2.1222,2.0206,1.8661,1.6463,1.475,1.3968,1.3571,1.3293,1.308,1.2909,1.2768,1.2649,1.2549,1.2462,1.2387,2
0.69,249,0.31,0.26,4904,7627,0.05,0,0.030364,0.02069,0.012732,0.0030573,15.2684,2.4345,2.4149,2.391,2.3612,2.3232,2.273,2.2041,2.1041,1.9496,1.7113,1.4855,1.3171,1.1536,1.0305,0.95975,0.91887,0.89316,0.87567,0.863,0.85339,0.84583,2
0.69,249,0.31,0.26,4904,7627,0.05,0,0.075636,0.04774,0.033533,0.0056371,16.8439,2.6966,2.6732,2.6448,2.6094,2.5642,2.5045,2.4223,2.3025,2.1155,1.8313,1.5569,1.3172,1.1889,1.1321,1.1037,1.0871,1.0761,1.0683,1.0624,1.0578,1.0541,3
0.69,249,0.31,0.26,4904,7627,0.05,0,0.094248,0.058315,0.043064,0.0071316,14.6024,2.7784,2.7556,2.7277,2.6928,2.6482,2.5889,2.5067,2.386,2.1963,1.8962,1.5847,1.3489,1.2368,1.1893,1.1661,1.1527,1.1438,1.1375,1.1328,1.129,1.1259,3
0.88,326,0.231,0.278,4324,4324,0.05,0,0.018704,0.016607,0.015667,0.01357,4.27186,2.5247,2.5059,2.4828,2.4537,2.4163,2.3663,2.2968,2.1957,2.0448,1.8453,1.6823,1.5639,1.412,1.2486,1.1418,1.079,1.0395,1.0128,0.99353,0.979,0.96765,3
0.77,516,0.3,0.3,4904,4904,0.022,0,0.0077585,0.0047625,0.0034712,0.00047515,19.464,1.8956,1.8782,1.8571,1.8309,1.7974,1.7534,1.693,1.6063,1.4788,1.3188,1.2044,1.1509,1.1242,1.1074,1.0954,1.0859,1.0781,1.0714,1.0655,1.0602,1.0554,1
0.77,516,0.3,0.3,4904,4904,0.022,0,0.010492,0.0057377,0.0057247,0.00097013,12.3798,2.0795,2.06,2.0362,2.0068,1.9695,1.9207,1.8543,1.7599,1.6229,1.455,1.3299,1.2632,1.2264,1.2019,1.1842,1.1706,1.1598,1.151,1.1436,1.1373,1.1319,1
0.77,520,0.3,0,4904,0,0.022,0,0.017998,0.011245,0.009739,0.0029856,7.0788,2.4437,2.4211,2.3934,2.3588,2.3144,2.2557,2.1748,2.0589,1.8893,1.6713,1.5052,1.424,1.3837,1.3573,1.3378,1.3225,1.31,1.2997,1.2911,1.2838,1.2775,1
0.77,520,0.3,0,4904,0,0.022,0,0.0222,0.014536,0.011599,0.0039349,6.92307,2.5083,2.4858,2.4584,2.424,2.3799,2.3213,2.2403,2.123,1.9468,1.7072,1.5283,1.4431,1.3936,1.3511,1.3099,1.2719,1.2397,1.2136,1.1928,1.176,1.1624,1
0.77,516,0.3,0.3,4904,4904,0.022,0,0.014346,0.0070637,0.0086529,0.0013706,10.7881,2.3904,2.3686,2.3418,2.3084,2.2652,2.2076,2.127,2.0077,1.8227,1.5721,1.3934,1.319,1.282,1.2581,1.2411,1.2283,1.2182,1.21,1.2033,1.1977,1.1928,2
0.77,520,0.3,0,4904,0,0.022,0,0.026952,0.020457,0.012008,0.0055128,8.26257,2.5541,2.5314,2.5037,2.4691,2.4247,2.3658,2.2843,2.166,1.988,1.7428,1.5449,1.4194,1.3137,1.2215,1.1548,1.11,1.0793,1.0573,1.041,1.0284,1.0184,2
0.77,520,0.3,0,4904,0,0.022,0,0.055783,0.039645,0.027543,0.011405,12.4619,2.7885,2.7638,2.7337,2.696,2.6475,2.583,2.4933,2.3618,2.1587,1.8599,1.5765,1.3645,1.2343,1.1647,1.1254,1.1002,1.0825,1.0692,1.0589,1.0507,1.044,2
0.77,520,0.3,0,4904,0,0.022,0,0.083778,0.061397,0.038811,0.01643,12.6249,2.8819,2.8553,2.8229,2.7824,2.7304,2.6614,2.5656,2.4255,2.2105,1.8948,1.5835,1.3778,1.2877,1.2486,1.2283,1.2155,1.2065,1.1996,1.1942,1.1897,1.1859,2
0.77,516,0.3,0.3,4904,4904,0.022,0,0.10048,0.055342,0.05125,0.0061162,15.7536,2.8091,2.7822,2.7492,2.7079,2.6547,2.584,2.4858,2.3427,2.1264,1.8215,1.4835,1.2751,1.2061,1.1783,1.1637,1.1544,1.1479,1.143,1.1393,1.1363,1.1338,3
0.77,516,0.3,0.3,4904,4904,0.022,0,0.20323,0.11511,0.10273,0.014617,9.52,3.0292,3.001,2.9665,2.9234,2.8679,2.7939,2.6912,2.5404,2.3064,1.9458,1.5506,1.4055,1.3746,1.364,1.3592,1.3566,1.3551,1.3542,1.3536,1.3532,1.3529,3
0.77,520,0.3,0,4904,0,0.022,0,0.12101,0.090351,0.052521,0.021863,11.6393,2.9725,2.9451,2.9116,2.8698,2.8163,2.7453,2.6474,2.5047,2.2852,1.9496,1.5892,1.3965,1.3381,1.3169,1.3059,1.2987,1.2932,1.2889,1.2853,1.2823,1.2798,3
0.94,253,0.67,0.67,4200,4200,0,0,0.010111,0.0095544,0.010194,0.0096375,2.78454,2.5787,2.5579,2.5323,2.5004,2.4594,2.4049,2.3295,2.2195,2.0531,1.8387,1.6958,1.6317,1.5951,1.568,1.5462,1.5279,1.5123,1.4988,1.4872,1.4771,1.4684,0
0.94,253,0.67,0.67,4200,4200,0,0,0.011249,0.011266,0.010852,0.010869,2.58315,2.5891,2.5686,2.5434,2.5118,2.4709,2.4163,2.3408,2.2316,2.0705,1.8687,1.7297,1.6635,1.6242,1.5946,1.5705,1.5503,1.5331,1.5183,1.5055,1.4944,1.4847,0
0.94,253,0.67,0.67,4200,4200,0,0,0.012325,0.013036,0.012916,0.013627,2.27245,2.6544,2.6336,2.6083,2.5765,2.5355,2.481,2.4052,2.2948,2.1292,1.9165,1.7709,1.7048,1.6659,1.6364,1.6122,1.5917,1.5742,1.5593,1.5464,1.5353,1.5257,0
0.94,253,0.67,0.67,4200,4200,0,0,0.013485,0.013685,0.014799,0.014999,2.14628,2.6797,2.6595,2.6346,2.6032,2.5627,2.5083,2.4323,2.3206,2.1528,1.9404,1.7971,1.7304,1.6904,1.6598,1.6348,1.614,1.5966,1.5819,1.5694,1.5588,1.5497,0
0.94,253,0.67,0.67,4200,4200,0,0,0.013934,0.014166,0.016116,0.016348,2.06674,2.6935,2.6735,2.6489,2.618,2.578,2.5243,2.449,2.3379,2.1699,1.9559,1.8118,1.7461,1.7074,1.6781,1.6544,1.6347,1.6182,1.6043,1.5925,1.5824,1.5738,0
0.94,253,0.67,0.67,4200,4200,0,0,0.013936,0.014228,0.016152,0.016445,2.06618,2.6941,2.6742,2.6497,2.6188,2.5787,2.525,2.4497,2.3384,2.17,1.9556,1.8122,1.7473,1.7089,1.6796,1.6558,1.6361,1.6195,1.6055,1.5937,1.5836,1.5748,0
0.54,492,1,1,4200,4200,0,0,0.0052703,0.0041789,0.0045224,0.003431,5.81583,2.2082,2.1915,2.1712,2.1456,2.1128,2.0689,2.0076,1.917,1.7766,1.5864,1.4546,1.4043,1.3774,1.3534,1.3287,1.3038,1.2804,1.2596,1.2418,1.227,1.2146,0
0.54,492,1,1,4200,4200,0,0,0.0092198,0.0087034,0.0082262,0.0077099,3.38101,2.4733,2.4556,2.4339,2.4068,2.3718,2.3251,2.2596,2.1619,2.0081,1.793,1.6402,1.5748,1.5355,1.5031,1.4751,1.4511,1.4309,1.4143,1.4007,1.3895,1.3803,0
0.54,492,1,1,4200,4200,0,0,0.011371,0.011078,0.01252,0.012227,2.50845,2.6569,2.6369,2.6123,2.5813,2.5413,2.4877,2.4125,2.3009,2.1273,1.8917,1.7338,1.6667,1.6262,1.5937,1.5655,1.5407,1.5189,1.5,1.4839,1.4703,1.4587,0
0.54,492,1,1,4200,4200,0,0,0.014681,0.014309,0.015644,0.015272,2.09106,2.7472,2.7269,2.702,2.6707,2.6304,2.5764,2.5004,2.3871,2.209,1.9636,1.8012,1.7337,1.6925,1.6593,1.6311,1.6063,1.5847,1.5658,1.5495,1.5353,1.5231,0
0.54,492,1,1,4200,4200,0,0,0.014992,0.014614,0.01614,0.015762,2.05801,2.752,2.7313,2.706,2.6743,2.6333,2.5786,2.5017,2.387,2.207,1.9624,1.806,1.741,1.7009,1.6685,1.6408,1.6164,1.5949,1.5761,1.5597,1.5455,1.5333,0
0.54,492,1,1,4200,4200,0,0,0.019302,0.019431,0.020177,0.020306,1.77234,2.7904,2.7673,2.739,2.7036,2.658,2.5975,2.5138,2.3925,2.2121,1.9897,1.857,1.7985,1.7612,1.7313,1.7061,1.6843,1.6654,1.649,1.6347,1.6222,1.6112,0
0.54,548,0.67,0.67,4200,4200,0,0,0.0012297,0.00086443,0.0019737,0.0016084,16.3931,1.6572,1.6421,1.6238,1.6009,1.5717,1.5332,1.4807,1.4069,1.3071,1.208,1.157,1.1391,1.1305,1.1226,1.1139,1.1047,1.0957,1.0873,1.0797,1.0727,1.0665,0
0.54,548,0.67,0.67,4200,4200,0,0,0.0051548,0.0040995,0.0051321,0.0040767,5.62394,2.1461,2.1282,2.1064,2.0794,2.0449,1.9998,1.9383,1.8508,1.7242,1.5707,1.4606,1.4048,1.3717,1.3461,1.3245,1.3056,1.2891,1.2748,1.2623,1.2515,1.2421,0
0.54,548,0.67,0.67,4200,4200,0,0,0.0055249,0.0042979,0.0053571,0.0041301,5.36135,2.2322,2.2133,2.1902,2.1613,2.1243,2.0751,2.0071,1.909,1.766,1.5936,1.4738,1.4163,1.3831,1.3578,1.3364,1.3179,1.3017,1.2875,1.2752,1.2644,1.255,0
0.54,548,0.67,0.67,4200,4200,0,0,0.0063866,0.0051466,0.0057902,0.0045501,5.01618,2.2973,2.2781,2.2546,2.2252,2.1875,2.1375,2.0681,1.9673,1.8191,1.6353,1.5019,1.4364,1.3986,1.3699,1.346,1.3255,1.3078,1.2927,1.2797,1.2685,1.2587,0
0.54,548,0.67,0.67,4200,4200,0,0,0.0065893,0.0052724,0.0058894,0.0045725,4.98642,2.2977,2.2781,2.2542,2.2243,2.1859,2.1351,2.0648,1.9632,1.8153,1.636,1.5081,1.4442,1.4062,1.3768,1.3522,1.331,1.3127,1.2971,1.2838,1.2723,1.2625,0
0.54,548,0.67,0.67,4200,4200,0,0,0.0083532,0.0071125,0.0072232,0.0059824,4.0318,2.369,2.3502,2.327,2.298,2.2606,2.2109,2.1424,2.0439,1.8996,1.7165,1.578,1.5068,1.4654,1.435,1.4109,1.3913,1.3751,1.3615,1.3501,1.3404,1.3321,0
0.94,295,0.33,0.33,4200,4200,0,0,0.0065689,0.0052975,0.0055267,0.0042553,5.7476,2.3775,2.3561,2.3299,2.2973,2.2555,2.1999,2.1228,2.01,1.8433,1.6559,1.5589,1.5201,1.4981,1.4805,1.4645,1.4493,1.4347,1.4211,1.4087,1.3976,1.3879,0
0.94,295,0.33,0.33,4200,4200,0,0,0.0094652,0.008038,0.0084091,0.0069819,4.32603,2.4889,2.4669,2.4404,2.4075,2.3658,2.3111,2.2364,2.1289,1.9705,1.7796,1.659,1.6014,1.5654,1.5359,1.5098,1.4864,1.4661,1.4487,1.434,1.4217,1.4114,0
0.94,295,0.33,0.33,4200,4200,0,0,0.011149,0.0099257,0.0097047,0.0084811,3.3769,2.6497,2.6271,2.5995,2.5648,2.5199,2.4596,2.3748,2.2491,2.0608,1.8479,1.7319,1.6826,1.6519,1.6267,1.605,1.586,1.5699,1.5563,1.5449,1.5353,1.5273,0
